Title,Adress,Living Area,Rooms,Status,Price
Laing's Nekstraat 37 2,1092 GT Amsterdam,73 m²,3 rooms,Available immediately,"€ 1,950 p/mo."
Jacques Veltmanstraat 209,1065 DB Amsterdam,80 m²,3 rooms,Available on 7/15/2022,"€ 1,950 p/mo."
Van Eeghenstraat 151 H,1071 GB Amsterdam,120 m²,5 rooms,Available on 6/1/2022,"€ 3,000 p/mo."
Elckerlijcstraat 35,1055 AK Amsterdam,123 m²,5 rooms,Available in consultation,"€ 2,750 p/mo."
Apollolaan 197 D,1077 AX Amsterdam,125 m²,2 rooms,Available immediately,"€ 2,600 p/mo."
Koningslaan 22 B,1075 AD Amsterdam,95 m²,3 rooms,Available on 6/1/2022,"€ 3,950 p/mo."
Marie Heinekenplein 306,1072 MK Amsterdam,81 m²,3 rooms,Available immediately,"€ 2,300 p/mo."
Pieter Nieuwlandstraat 28 A,1093 XR Amsterdam,65 m²,3 rooms,Available on 6/17/2022,"€ 1,950 p/mo."
Van Eeghenstraat 151 1,1071 GB Amsterdam,120 m²,5 rooms,Available on 6/2/2022,"€ 3,150 p/mo."
Arcellastraat 4,1035 VN Amsterdam,75 m²,3 rooms,Available on 7/1/2022,"€ 1,800 p/mo."
Harry Koningsbergerstraat 192,1063 AH Amsterdam,48 m²,2 rooms,Available on 6/7/2022,"€ 1,700 p/mo."
Keizersgracht 153 I,1015 CL Amsterdam,80 m²,2 rooms,Available on 7/1/2022,"€ 2,350 p/mo."
Gustav Mahlerlaan 931,1082 MK Amsterdam,110 m²,3 rooms,Available on 7/1/2022,"€ 3,400 p/mo."
Singel 25 F,1012 VC Amsterdam,120 m²,4 rooms,Available on 6/1/2022,"€ 3,250 p/mo."
Spuistraat 30,1012 TS Amsterdam,75 m²,3 rooms,Available immediately,"€ 1,700 p/mo."
Eerste Weteringdwarsstraat 70,1017 TP Amsterdam,65 m²,3 rooms,Available immediately,"€ 2,150 p/mo."
Nieuwe Weteringstraat 67 ong,1017 ZX Amsterdam,100 m²,3 rooms,Available immediately,"€ 2,750 p/mo."
Kabelweg 36,1014 BB Amsterdam,100 m²,4 rooms,Available on 7/1/2022,"€ 2,550 p/mo."
Rondeel 40,1083 ME Amsterdam,100 m²,3 rooms,Available on 6/24/2022,"€ 1,900 p/mo."
Johan Huijsenstraat 36,1087 LC Amsterdam,80 m²,3 rooms,Available in consultation,"€ 1,700 p/mo."
Van Leijenberghlaan 4 K,1082 GM Amsterdam,120 m²,3 rooms,Available immediately,"€ 3,000 p/mo."
Bilderdijkkade 63,1053 VJ Amsterdam,95 m²,4 rooms,Available in consultation,"€ 2,750 p/mo."
Ranonkelkade 75,1031 XX Amsterdam,50 m²,4 rooms,Available in consultation,"€ 1,450 p/mo."
Eerste Helmersstraat 321,1054 ED Amsterdam,70 m²,3 rooms,Available immediately,"€ 1,850 p/mo."
Haarlemmerweg 334,1014 BL Amsterdam,40 m²,1 room,Available immediately,"€ 1,450 p/mo."
Westlandgracht 81,1058 TP Amsterdam,60 m²,2 rooms,Available immediately,"€ 1,750 p/mo."
Galgenstraat 11 3,1013 LT Amsterdam,75 m²,3 rooms,Available on 6/27/2022,"€ 2,250 p/mo."
Theodoor van Hoytemastraat 55 PP,1062 CG Amsterdam,,,Available in consultation,€ 100 p/mo.
Onstein 78,1082 KL Amsterdam,85 m²,4 rooms,Available on 7/1/2022,"€ 2,700 p/mo."
Rapenburgerstraat 91 IV,1011 VL Amsterdam,55 m²,3 rooms,Available on 6/7/2022,"€ 1,675 p/mo."
Loenermark 509,1025 TT Amsterdam,80 m²,3 rooms,Available on 6/1/2022,"€ 1,750 p/mo."
Gustav Mahlerlaan 545 -C,1082 MK Amsterdam,110 m²,2 rooms,Available on 6/1/2022,"€ 2,650 p/mo."
Weesperzijde 30 4,1091 EC Amsterdam,113 m²,4 rooms,Available immediately,"€ 2,850 p/mo."
Assumburg 53,1081 GB Amsterdam,71 m²,2 rooms,Available immediately,"€ 1,600 p/mo."
Gustav Mahlerlaan 529 C,1082 MK Amsterdam,100 m²,3 rooms,Available on 6/1/2022,"€ 2,350 p/mo."
Herengracht 187 A,1016 BE Amsterdam,130 m²,3 rooms,Available immediately,"€ 3,800 p/mo."
Leliegracht 12 1,1015 DE Amsterdam,95 m²,2 rooms,Available immediately,"€ 2,250 p/mo."
Leliegracht 12 II,1015 DE Amsterdam,160 m²,3 rooms,Available in consultation,"€ 3,400 p/mo."
Haringpakkerssteeg 5 F,1012 LR Amsterdam,17 m²,4 rooms,Available immediately,€ 770 p/mo.
Van Nijenrodeweg 602,1082 HW Amsterdam,100 m²,4 rooms,Available on 8/1/2022,"€ 2,250 p/mo."
Amstel 14,1017 AA Amsterdam,50 m²,2 rooms,Available on 6/1/2022,"€ 1,750 p/mo."
Tweede Oosterparkstraat 231 1,1092 BL Amsterdam,75 m²,2 rooms,Available in consultation,"€ 1,700 p/mo."
Eerste Leliedwarsstraat 6 1,1015 TA Amsterdam,40 m²,2 rooms,Available on 6/1/2022,"€ 1,600 p/mo."
Westerstraat 84,1015 ML Amsterdam,37 m²,2 rooms,Available on 6/1/2022,"€ 1,800 p/mo."
Fagelstraat 72 1,1052 GG Amsterdam,45 m²,2 rooms,Available immediately,"€ 1,500 p/mo."
